検索エンジン,ランク順位,url,h1タグ,pタグ
Google,1,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%AC%E3%83%B3%E3%82%B8%E3%82%B8%E3%83%A5%E3%83%BC%E3%82%B9,"[""オレンジジュース""]","[""オレンジジュースは、オレンジの果実を搾るなどして得られる果汁飲料（ジュース）である。"", ""日本では、農林物資の規格化及び品質表示の適正化に関する法律（以下「JAS法」）の通達により、オレンジ、及び規定の添加物のみが配合された飲料と定められている。そのため、温州みかん100%のジュースは、JAS法における表示は「うんしゅうみかんジュース」、温州みかん果汁とオレンジ果汁を混合した果汁100%ジュースは、同じく「ミックス果汁ジュース」と表示することとなっている。果汁100%でなければ、オレンジの断面を印刷したパッケージを使用してはいけないと定められている。本稿ではこれらのジュースのほか、オレンジ果汁を混合した「果汁入り飲料」や「清涼飲料水」についても記す。"", ""オレンジジュースはオレンジを搾って作られる液体で、主に飲料として用いられるが、このほかにも料理（製菓）の材料として使われることもあり、また清涼飲料水の風味付けなどにも用いられる。オレンジ1個からはおおよそ90グラムのオレンジジュースが得られ、オレンジ固有の香りや風味（酸味・甘みを主として、苦味などを含む）および色（オレンジ色）をもつ。"", ""オレンジに含まれる栄養素を含み、ビタミンCや食物繊維が豊富とされ、朝食の補助メニューとしてやおやつにおける飲料、あるいは単に飲み物として喉を潤すなどする際に、これら栄養素の摂取を期待して飲まれる。なおビタミンC含有量に関しては製法や保存状況によっても異なる。"", ""オレンジジュースは単に果実としてのオレンジを搾ることで作られるわけだが、これはオレンジそのものよりも保存性がよく、こと濃縮されたものは液体コンテナに詰められ、貿易用の物資として世界規模で流通しており、先物取引の市場でもオレンジジュース（FCOJ：冷凍濃縮オレンジジュース）は一定規模で扱われる商品である。"", ""FCOJは果汁を凍結させ、その過程で氷の結晶が不純物としてオレンジの水以外の成分を残して凍結する性質を利用したり、フリーズドライの要領で水分を90%以上取り除いたもので、見た目はオレンジ色のワックスに似た高い粘性を持つ液体である。このように濃縮してできた液体を密閉容器に収めるなど酸素を遮断しながら冷蔵保存することで長期間の保存や輸送に耐える。古くは加熱によって水分を蒸発させたりもしたようだが、加熱濃縮では風味や栄養価が劣るため、今日では風味も栄養価も良い冷凍濃縮が主流である。"", ""今日コンビニエンスストアやスーパーマーケットの店頭で紙パックやペットボトルなどに充填され販売されているものは、おおむねこのFCOJを濃縮還元したオレンジジュース（FCOJに水を加えて一定濃度に戻したもの）である。これら濃縮還元オレンジジュースは、FCOJが工業単位で生産されることから小売単価も安く、一般にビタミンCの簡便安価な供給源として親しまれている。"", ""愛知県豊橋市三河港に、日本最大級のジュース専用ターミナル「日本ジュース・ターミナル（NJT）」があり、ブラジルから専用タンカーで運ばれてきた濃縮オレンジジュースの受入れ、冷蔵保管、タンク間移送、在庫管理、品質管理、ブレンド、形態別充填作業及び全国各地の飲料メーカー、ボトラー、パッカーへの出荷を行っている。"", ""2000年代からの原油価格上昇に伴い、日本では2007年5月に飲料メーカー各社が一斉にオレンジジュース値上げに踏み切った。ただしこれは米国フロリダ州が2005年にハリケーン・カトリーナの被害に見舞われオレンジの生産が落ちていたことも関連しており、1割程度の値上げとなった。なお2007年度末には被災地域の回復にも伴いFCOJ市場価格が落ち着きを見せ、一般に販売されるオレンジジュースの価格も、一部では値上げ前の水準に近づいている。"", ""カクテルには、しばしば柑橘系の果実が用いられる。オレンジも例外ではなく、しばしばその果汁（オレンジジュース）は材料（香り付けの役割もある）として使用され、オレンジジュースの独特の酸味と甘み、また柑橘類の特徴的な香りを生かしたレシピが見られる。（なお、果皮や果肉は、主に装飾や香り付けに利用される。）"", ""カクテルに加える場合は、絞りたての果汁（いわゆるフレッシュジュース）を使う場合もあれば、工業単位で大量生産されているため安価な濃縮還元オレンジジュースが使われる場合もある。ただし、基本的に濃縮還元のものを含めて、オレンジジュースは果汁100%のものを用いる。カクテルには砂糖も使用されるため、甘味料などが添加されていてはあまり意味がない。と言うのも酒が使用される通常のカクテルの場合、オレンジジュースは副材料の扱いであり、あくまで脇役ではあるものの、カクテルにした以上、使用した全ての材料の風味が活きないと意味がないからである。このため、基本的にはフレッシュジュースの使用が推奨される。"", ""オレンジジュースは様々なカクテルに使用されている。酒類にオレンジジュースを加えることは様々に試され、また飲用されているのである。"", ""なお、副材料としてオレンジジュースを単独で用いる例だけはなく、他の果実の果汁と混合して用いられることもある。"", ""オレンジジュースが使用されたカクテルには、「オレンジ・＊＊」と呼ばれるものが複数存在する。オレンジ・ブロッサムやオレンジ・フィズなどがその例である。"", ""また、何らかの酒をオレンジジュースで割ったものは「（酒の名前）・オレンジ」と呼ばれる場合が複数存在する。カシス・オレンジやカンパリ・オレンジなどがその例である。もちろん名称に「オレンジ」と付かないカクテルも存在するので、以下にその例を記載する。"", ""オレンジジュースは、バーなどで雰囲気を壊さないためなどに飲まれるノンアルコールカクテルにも用いられる。以下にその例を挙げる。"", ""焼酎をオレンジジュースで割ったチューハイもみられる。"", ""果汁100%のオレンジジュースは、クエン酸の腸内への刺激が強いため、人によっては下痢を引き起こすことがある。""]"
Google,2,http://macrobiotic-daisuki.jp/orangejuice-erabikata-91069.html,[],"[""「500mlの清涼飲料水には、50*60ｇの糖分が含まれています。砂糖にするとコップ半分くらいです。この量を500ml.の水に溶かすと、そのままでは飲めないというくらいの「甘すぎるシロップ液」です。しかし、それに「クエン酸」などの酸味料を入れ、数十種類の化学物質が配合された香料で香り付けし、着色料で色をつけると、「あっおいしい」「いつも飲んでいる味だ」と皆さんが思わず言う「清涼飲料水」になります。」"", ""この事実を知ってしまうと、個人的にはいくら羽目を外したとしても、「清涼飲料水」は子どもには飲ませたくなくなってしまいます。やはり、「せめて果汁１００％のものを」となりますよね。"", ""濃縮果汁とは「果実の搾汁を濃縮したもの若しくはこれに果実の搾汁、果実の搾汁を濃縮したもの若しくは還元果汁を混合したもの又はこれらに砂糖類、はちみつ等を加えたもの・・・」果実ジュースとは「１種類の果実の搾汁若しくは還元果汁又はこれらに砂糖類、はちみつ等を加えたものをいう。・・・」"", ""参照：消費者庁「果実飲料品質表示基準」とあります。「果汁100％ジュースに、砂糖が入っているかもしれないなんて・・・」それだけでもショッキングですが、個人的に気になるのは、砂糖類です。※消費者庁「果実飲料品質表示基準」より一部抜粋なんと、砂糖だけでなくこれだけの「糖類」が加えられてもよいことになっています。これは、国際規格基準であるコーデックスと日本のＪＡＳ法の大きな違いです。あなたが手に取ったその「100％ジュース」、裏の表示に「加糖」の表示はありませんか？"", ""果汁の流通状況・国内に流通する果汁は約40万tあり、そのうち約90%を輸入果汁が占めている。・国産果汁価格は、輸入果汁価格（183.6円/kg）の約2*3倍である。"", ""参照消費者庁食品表示課「果実飲料の流通状況」から一部抜粋このデータから、「ジュース」の原材料のほとんどが輸入フルーツだとわかります。輸入フルーツというと、どうしても残留農薬やポストハーベストが気になりますよね。2006年から導入された残留農薬ポジティブリスト制度により残留農薬が基準値を超えていないか、また、基準値が設定されていない農薬は一律0.01ppmを超えていないかチェックされていますが、決してゼロではありません。先日、アメリカ産のオレンジを頂いたのですが普段自分では買わないものなので、冷蔵庫の奥に入れたままその存在をすっかり忘れていました。最近、大掃除をしようと冷蔵庫を整理していて発見したそのオレンジ。頂いてから2か月以上経過しているにも関わらず、全く傷んでいませんでした。包丁でカットしてもみずみずしく、「新鮮な」オレンジそのもの。一方、箱買いした産地直送のみかんは、食べきる前にいくつか傷んでしまいます。国産だから安全とは言えないことは重々承知していますが、でも、数か月たっても腐らない、安価すぎるオレンジの搾り汁でできている「果汁１００％」のオレンジジュース。私は、愛する子どもたちに飲ませたくありません。東京都の調査によると、輸入オレンジの検体からは農薬が検出されていますが、国産のみかんからは検出されていません。参照：東京都市場衛生検査所「平成28年度青果物の残留農薬検査結果」"", ""この記事が気に入ったらいいね！しよう"", ""いいね！して、INYOUの最新記事を受け取ろう。"", ""古くから民間療法で使われ続けてきたビワの葉の驚くべき力とは？家庭ですぐに取り入れられる万能活用法。ビワの葉エキス、ビワの葉ローション、ビワの葉茶などの作り方。"", ""飲み会の多い時期に知っておきたい裏技テクニック。飲む前に果物で二日酔い予防する方法"", ""この記事へのコメントはありません。"", ""この記事へのトラックバックはありません。"", ""9,613ビュー"", ""4,567ビュー"", ""3,418ビュー"", ""2,971ビュー"", ""2,866ビュー"", ""2,184ビュー"", ""1,763ビュー"", ""1,650ビュー"", ""1,648ビュー"", ""1,478ビュー"", ""1,363ビュー"", ""1,199ビュー"", ""934ビュー"", ""574ビュー"", ""418ビュー"", ""392ビュー"", ""382ビュー"", ""335ビュー"", ""334ビュー"", ""330ビュー"", ""4,567ビュー"", ""3,418ビュー"", ""2,971ビュー"", ""2,867ビュー"", ""2,184ビュー"", ""1,763ビュー"", ""1,648ビュー"", ""1,478ビュー"", ""1,363ビュー"", ""1,249ビュー"", ""INYOUは、東洋思想の１つである陰陽調和論をベースとしたオーガニック・ライフを提案するオーガニックメディアです。日常で買う商品、生活習慣、考え方を見直すきっかけと、病気にかかりにくい体を作るための「今すぐ使える情報」を提供します。"", ""Copyright**INYOU|OrganicLifetoallthepeople.Allrightsreserved.""]"
Google,3,https://macaro-ni.jp/19923,"[""いつ飲むのがいい？「オレンジジュース」の効果効能を調べてみた""]","[""毎日をもっとおいしく"", ""幼い頃から馴染みの深い「オレンジジュース」。実は、いろんな効果効能が期待できるとされているんですよ。今回はオレンジジュースに含まれている栄養素や効果効能、飲み過ぎによる影響、飲むのにおすすめのタイミングまで調べてみました！"", ""1/2ページ"", ""ピックアップ"", ""PICKUPARTICLES"", ""recipe"", ""ママ楽ちん。子どもが「ひとりで」作れる定番サラダ"", ""関連記事"", ""RELATEDARTICLES"", ""recipe"", ""オレンジジュースで簡単！もっちりぷるぷる水玉ゼリー"", ""recipe"", ""休日ブランチに！「ノンアルコールドリンク」のアレンジレシピ10選"", ""recipe"", ""みんなで乾杯！たっぷりフルーツのノンアルコールサングリア"", ""recipe"", ""【基本】おしゃれな「クレープシュゼット」のレシピ。家でも作れる！"", ""recipe"", ""ほんのり大人味！フレッシュオレンジのクレープシュゼット"", ""recipe"", ""さっぱりだけどガッツリ！「オレンジビーフ」のレシピ"", ""recipe"", ""お菓子からおかずまで！「オレンジピール」の作り方と人気レシピ９選"", ""recipe"", ""レモンとオレンジのハーフ*マイヤーレモンを使ったアレンジレシピまとめ"", ""特集"", ""SPECIALCONTENTS"", ""夏でも冬でもアイスが食べたい！そんなアイスクリームラバーに贈る、おすすめレシピ＆ショップまとめです。"", ""青い空、白い雲、萌える緑とおいしいごはん。ピクニック気分が盛り上がるレシピやグルメ情報をお届けします。"", ""WRITER"", ""charlotte"", ""目次"", ""オレンジジュースに含まれている栄養成分"", ""【健康】オレンジジュースの効果効能"", ""【美容】オレンジジュースの効果効能"", ""オレンジジュースを飲み過ぎたらどうなる？"", ""朝？夜？オレンジジュースの効果的な飲み方"", ""Let’sオレンジジュース生活！"", ""カテゴリー"", ""CATEGORY"", ""トレンドニュース"", ""レシピ"", ""グルメ&おでかけ"", ""リビング&キッチン"", ""ヘルス&ビューティー"", ""特集"", ""ランキング"", ""RANKING"", ""休暇太りを解消セヨ。増えた体重を元に戻すコツ５つ"", ""食べ過ぎた…！脂っこい食事をリセットする４つの秘訣"", ""毎日更新！SNSで逃さずチェックしよう"", ""月間ユーザー"", ""1,000万"", ""突破!"", ""アプリでもっと楽しく。"", ""通勤やランチ、おやすみ前に、アプリでサクサク快適。"", ""ちょっとした時間で、食のトレンドに詳しくなるアプリ。"", ""毎日をもっとおいしく""]"
Google,4,https://search.rakuten.co.jp/search/mall/%E3%82%AA%E3%83%AC%E3%83%B3%E3%82%B8%E3%82%B8%E3%83%A5%E3%83%BC%E3%82%B9/,"[""「オレンジジュース」の検索結果""]","[""「お知らせ」とは"", ""各商品の送料をクリックすると、詳細が確認できます"", ""注文締め切り時間前にご注文いただけましたら、ご注文日の翌日に商品をお届けします。注文締め切り時間や翌日のお届けが可能な配送エリアは各ショップにより異なります。"", ""楽天プレミアム会員であれば、送料分ポイント還元などの特典を受けられます。"", ""楽天学割は15-25歳の学生限定のサービスです。無料の登録でお買い物が送料無料に！"", ""配達先の都道府県は上部または左部から変更できます。"", ""楽天倉庫に在庫がある商品です。安心安全の品質にてお届け致します。(一部地域については店舗から出荷する場合もございます。)"", ""お探しの商品が登録(入荷)されたら、メールでお知らせします。"", ""キーワード「オレンジジュース」を登録"", ""もっと見る"", ""商品の検索でお困りの場合、探し方をチャットでご質問いただけます。"", ""※対話形式のチャットを開きます。"", ""楽天のスタッフに質問する"", ""商品の検索機能、検索結果ページについて、ご意見・ご要望をお聞かせください。"", ""いただいたご意見は、今後のサイト改善の参考にさせていただきます。"", ""貴重なご意見をいただき、ありがとうございました。""]"
Google,5,https://search.rakuten.co.jp/search/mall/100%25+%E3%82%AA%E3%83%AC%E3%83%B3%E3%82%B8%E3%82%B8%E3%83%A5%E3%83%BC%E3%82%B9/,"[""「100%オレンジジュース」の検索結果""]","[""「お知らせ」とは"", ""各商品の送料をクリックすると、詳細が確認できます"", ""注文締め切り時間前にご注文いただけましたら、ご注文日の翌日に商品をお届けします。注文締め切り時間や翌日のお届けが可能な配送エリアは各ショップにより異なります。"", ""楽天プレミアム会員であれば、送料分ポイント還元などの特典を受けられます。"", ""楽天学割は15-25歳の学生限定のサービスです。無料の登録でお買い物が送料無料に！"", ""配達先の都道府県は上部または左部から変更できます。"", ""楽天倉庫に在庫がある商品です。安心安全の品質にてお届け致します。(一部地域については店舗から出荷する場合もございます。)"", ""お探しの商品が登録(入荷)されたら、メールでお知らせします。"", ""キーワード「100%オレンジジュース」を登録"", ""もっと見る"", ""商品の検索でお困りの場合、探し方をチャットでご質問いただけます。"", ""※対話形式のチャットを開きます。"", ""楽天のスタッフに質問する"", ""商品の検索機能、検索結果ページについて、ご意見・ご要望をお聞かせください。"", ""いただいたご意見は、今後のサイト改善の参考にさせていただきます。"", ""貴重なご意見をいただき、ありがとうございました。""]"
Google,6,https://minnakenko.jp/orenjijuusu-meritto/,"[""オレンジジュースを飲むメリット""]","[""オレンジジュースには、ジュースになることでオレンジの成分がより濃縮されており、それによって果物のオレンジよりも体に良い効果を多くもたらすので、数多くのメリットがあると言えます。"", ""オレンジジュースは胃に効く性質を数多く持っていることが証明されています。胃の機能を調整する能力があり、以下のような臓器機能における合併症を防いでいます。"", ""オレンジジュースには、すばらしいアルカリ化作用があり、これは血液を浄化するためにとても重要です。これにより、酸が分解されることで、酸が腎臓内に留まったり、腎臓結石ができたりするのを防いでくれます。"", ""尿酸は、腎臓結石の最大の原因です。オレンジジュースはこれをアルカリ化することに加えて、その代謝にも大きな影響を与えます。"", ""さらに、オレンジジュースを飲むことによって、以下の病気に悩む人たちの役に立ちます。"", ""尿酸は、痛風や関節痛の人々の関節に堆積し、とても強い痛みを引き起こします。オレンジジュースは、この酸をアルカリ化し、その値を下げ、これらの病気にかかった人たちの健康状態を大きく改善します。"", ""オレンジジュースは、その果物にはほとんど砂糖が含まれず、また利尿作用があるため、糖尿病の患者さんたちにもオススメです。これによって、血糖値を調整することができ、また、ビタミンCが多く含まれるため、２型糖尿病の人たちに効果があり、感染症、治癒力の低下、視力の低下など、その病気が身体にもたらす影響から身体を守ってくれます。"", ""*"", ""オレンジジュースに含まれるビタミンCには、素晴らしい抗酸化作用があります。これによって、オレンジジュースは、身体の老化を引き起こす体内のフリーラジカルの有害な作用に対してとても効果的です。たくさんのオレンジジュースを飲むことは、時間を重ねて人々の身体に起きる多くの痛みを予防したり、最低でも遅らせたりすることができます。具体的には以下のような症状に効果があります。"", ""前"", ""セルライトの対処法"", ""最近"", ""家庭で作れるオーガニックシャンプー"", ""*2018みんな健康|このサイトでは、身体及び精神の健康について、また、体のケアの仕方や自然食品などの記事を掲載します。""]"
Google,7,https://lohaco.jp/g4/51-5104-5109001-51090010001/,"[""「オレンジジュース」の商品一覧""]","[""Yahoo!JAPANIDに新規取得/ログインしてお買い物するとポイントが毎日おトク！"", ""Yahoo!JAPANIDはお持ちですか？"", ""Yahoo!JAPANIDでログインすると、購入金額に応じてポイントがたまります。"", ""合計(税込)"", ""1,900円(税込)で基本配送料無料！"", ""（※一部地域・一部商品を除く）"", ""アウトレット46%OFF"", ""【アウトレット】エルビーFruitsSelectionオレンジ200ml20291箱（200ｍｌ×24本入）"", ""￥1,358（税込）"", ""13ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥1,358（税込）"", ""1本あたり￥56.6（税込）"", ""13ポイント"", ""カゴに入れる"", ""キリンビバレッジトロピカーナ100%オレンジ330ml1箱（24本入）"", ""￥2,112（税込）"", ""21ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥2,112（税込）"", ""1本あたり￥88（税込）"", ""21ポイント"", ""カゴに入れる"", ""キリンビバレッジトロピカーナ100%オレンジ1L1箱（6本入）"", ""￥1,188（税込）"", ""11ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥1,188（税込）"", ""1本あたり￥198（税込）"", ""11ポイント"", ""カゴに入れる"", ""アサヒ飲料バヤリースホテルブレックファーストオレンジブレンド1.5L1セット（2本）"", ""￥552（税込）"", ""5ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥552（税込）"", ""1本あたり￥276（税込）"", ""5ポイント"", ""カゴに入れる"", ""キリンビバレッジトロピカーナ100%オレンジ330ml1セット（6本）"", ""￥528（税込）"", ""5ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥528（税込）"", ""1本あたり￥88（税込）"", ""5ポイント"", ""カゴに入れる"", ""コカ・コーラミニッツメイドＱｏｏみかん1.5L1箱（8本入）"", ""￥1,279（税込）"", ""12ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥1,279（税込）"", ""1本あたり￥159.9（税込）"", ""12ポイント"", ""カゴに入れる"", ""サントリーなっちゃんオレンジ425ml1箱（24本入）"", ""￥2,396（税込）"", ""23ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥2,396（税込）"", ""1本あたり￥99.9（税込）"", ""23ポイント"", ""カゴに入れる"", ""残り2点"", ""バヤリースホテルブレックファーストオレンジ100200ml1箱（24本入）"", ""￥1,632（税込）"", ""16ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥1,632（税込）"", ""1本あたり￥68（税込）"", ""16ポイント"", ""カゴに入れる"", ""カルピスウェルチオレンジ100800g1セット（2本）"", ""￥613（税込）"", ""6ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥613（税込）"", ""1本あたり￥306.5（税込）"", ""6ポイント"", ""カゴに入れる"", ""カゴメ果汁100％オレンジジュース（こども支援パッケージ）100ml1箱（18本入）"", ""￥1,074（税込）"", ""10ポイント"", ""定期便ならポイント10倍"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥1,074（税込）"", ""1本あたり￥59.7（税込）"", ""10ポイント"", ""定期便ならポイント10倍"", ""カゴに入れる"", ""26%OFF"", ""ポッカサッポロフード＆ビバレッジつぶたっぷり贅沢みかん400ml51681セット（6缶）"", ""￥755（税込）"", ""7ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥755（税込）"", ""1缶あたり￥125.9（税込）"", ""7ポイント"", ""カゴに入れる"", ""アサヒ飲料バヤリースオレンジ1.5L1セット（2本）"", ""￥366（税込）"", ""3ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥366（税込）"", ""1本あたり￥183（税込）"", ""3ポイント"", ""カゴに入れる"", ""アサヒ飲料バヤリースオレンジ430ml1箱（24本入）"", ""￥2,352（税込）"", ""23ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥2,352（税込）"", ""1本あたり￥98（税込）"", ""23ポイント"", ""カゴに入れる"", ""アサヒ飲料バヤリースすっきりオレンジ245g1箱（30缶入）"", ""￥1,512（税込）"", ""15ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥1,512（税込）"", ""1缶あたり￥50.4（税込）"", ""15ポイント"", ""カゴに入れる"", ""残り6点"", ""アサヒ飲料バヤリースオレンジ1.5Ｌ1箱（8本入）"", ""￥1,344（税込）"", ""13ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥1,344（税込）"", ""1本あたり￥168（税込）"", ""13ポイント"", ""カゴに入れる"", ""残り6点"", ""キリンビバレッジ小岩井純水みかん430ml1セット（6本）"", ""￥588（税込）"", ""5ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥588（税込）"", ""1本あたり￥98（税込）"", ""5ポイント"", ""カゴに入れる"", ""サントリーなっちゃんオレンジ425mｌ1セット(6本）"", ""￥708（税込）"", ""7ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥708（税込）"", ""1本あたり￥118（税込）"", ""7ポイント"", ""カゴに入れる"", ""残り8点"", ""アサヒ飲料バヤリースホテルブレックファーストオレンジブレンド1.5L1箱（8本入）"", ""￥2,205（税込）"", ""22ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥2,205（税込）"", ""1本あたり￥275.7（税込）"", ""22ポイント"", ""カゴに入れる"", ""キリンビバレッジトロピカーナ100%オレンジ160g1箱（30缶入）"", ""￥2,157（税込）"", ""21ポイント"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥2,157（税込）"", ""1缶あたり￥71.9（税込）"", ""21ポイント"", ""カゴに入れる"", ""残り2点"", ""キリンビバレッジトロピカーナ100%オレンジ250ml紙パック1箱（24本入）"", ""￥2,172（税込）"", ""21ポイント"", ""定期便ならポイント5倍"", ""LOHACOから発送（￥1,900以上で基本配送料無料）"", ""17時までのご注文で最短翌日お届け"", ""￥2,172（税込）"", ""1本あたり￥90.5（税込）"", ""21ポイント"", ""定期便ならポイント5倍"", ""カゴに入れる"", ""次へ"", ""お探しの商品はみつかりましたか？はいいいえ"", ""商品の分類や、キーワード検索など商品検索について、具体的なご意見をお聞かせください。今後のサイト改善の参考にさせていただきます。ご入力いただいたご意見に対しては、アスクルから直接回答はしておりませんので、ご了承ください。"", ""決定"", ""ご回答ありがとうございました"", ""ご入力の内容は、今後のサービス改善等に役立たさせていただきます。"", ""解除"", ""解除"", ""解除"", ""解除"", ""解除"", ""解除"", ""解除"", ""解除"", ""解除"", ""解除"", ""解除"", ""￥"", ""*￥"", ""絞り込む"", ""カテゴリから探す"", ""おトクな情報配信中！"", ""ロハコアプリで、もっとお得にお買い物"", ""毎月5のつく日はポイント5倍！"", ""ロハコはアスクル株式会社がヤフー株式会社の協力により運営する一般消費者向けの通販・ネットショッピングサイトです。"", ""表示価格は税込です。商品の販売価格は必ず注文確認画面にてご確認ください。"", ""2018***ASKUL*Corporation.*All*rights*reserved."", ""ロハコについてお気軽にご質問ください"", ""お客様サポート"", ""お客様の声をお聞かせください"", ""お客様の声で、LOHACOは成長します。こちらの投稿にはお返事はしておりませんが、スタッフがすべて拝見します。"", ""ロハコに意見を送る"", ""ロハコについてお気軽にご質問ください"", ""お客様サポート"", ""ご意見ありがとうございます"", ""いただきましたご意見はサービス向上に役立たせていただきます"", ""閉じる"", ""商品をカゴに入れました"", ""お買い物を続けるカゴを見る"", ""医薬品に関するご質問及びご購入の検討、お求め頂いたお客様からのお問い合わせ等は、以下までご連絡ください。"", ""※お客様とのお電話の内容を正確に確認するため通話録音をおこなっております。あらかじめご了承ください。"", ""※受付時間外のお問い合わせにつきましては、翌日以降の返信とさせていただきます。"", ""※お問い合わせ内容により、返信にお時間をいただく場合がございます。"", ""閉じる"", ""商品をカゴに入れました"", ""お買い物を続けるカゴを見る""]"
Google,8,https://www.huffingtonpost.jp/2017/03/18/100-percent-orange-juice_n_15444052.html,"[""アメリカの「果汁100％オレンジジュース」は、思っているほど天然ではないかもしれない""]","[""「果汁100％のストレートオレンジジュース」1パックを店で購入するとき、たいてい手間をかけて絞ったオレンジを思い浮かべるだろう。こんな風に。"", ""YOUTUBE:TELUGATASTEBUDS"", ""手間をかけて熟したオレンジを手で絞る。"", ""商品名からすれば、そう考えるのも無理はない。しかしほとんどの場合、それは事実とまったくかけ離れたイメージだ。私たちが飲む市販のオレンジジュースは、実際は巨大な機械でオレンジを粉砕して絞ったものだ。"", ""市販のオレンジジュースの製造方法はこんな感じだ。"", ""YOUTUBE:APLUVIDEO4UF"", ""市販のオレンジジュース製造工場で絞られるオレンジ。"", ""これだけだとそこまで悪いことではないが、これだけではない。2010年のアリッサ・ハミルトン氏の著書『Squeezed:WhatYouDon'tKnowaboutOrangeJuice』によると、市販のオレンジジュースが出来上がるまでに、さらに多くの工程があるという。そしてそれは「天然」と呼ぶにはほど遠いものだ。"", ""オレンジの旬は1年の特定の時期だけで、種類によってその時期は異なる。しかし1年中需要があるため、オレンジジュースの製造会社は長期間ジュースを保存しておかなければならない。そのため、劣化しないようにジュースを数百万リットル単位で無菌タンクに入れ、酸素を取り除いて保管する。"", ""知っておくべきことがある。ジュースから酸素を取り除くとき、ジュースの風味や香りを生む天然の化学物質も大量に取り除かれる。フロリダ州政府柑橘局のカレン・マティス氏は2011年、ハフィントンポストUS版に次のように語った。"", ""つまり瓶詰めされる前、ジュースは業界でフレーバーパックと呼ばれる風味と香りの後付けをしている。これは自然食品の会社ではなく、香料を扱う会社が担当している。そう、あなたの香水を作っているのと同じ会社だ。"", ""風味を後で添加するため、オレンジ自体の味はそれぞれ違っても、そのメーカーの作るオレンジジュースはどのパックもまったく同じ味になる。さらに、各メーカーは独自の味を開発しているので、ブランドごとに異なる風味になる。"", ""アメリカでは、成分表示に添加された風味についての記載がない。これは食品会社に法的な記載義務がないからだ（人工的な成分ではなく、果実から採ったエキスやオイルから作られているため）。これは食品に含まれる、ある種の成分と比べればそれほど恐ろしいものではないが、オレンジジュースが加工食品なのは明らかだ。"", ""これからは自分でオレンジを絞ってジュースを作る方がいいかもしれない。"", ""【編注・本文に記述されている製造工程や成分表示はアメリカに関するものです】"", ""ハフィントンポストUS版より翻訳・加筆しました。"", ""▼画像集が開きます"", ""アメリカのオレンジジュースアメリカのオレンジジュース1of10このスライドをシェア:"", ""このスライドをシェア:"", ""（スライドショーが見られない方はこちらへ）"", ""選りすぐりのニュースやブログをお届けします（広告などが掲載される場合もございます）もっと読む""]"
